State,County,median_sas_score
Missouri,Lewis County,10.51345
Missouri,Lincoln County,2.539
Missouri,Linn County,5.98
Missouri,Livingston County,20.035500000000003
Missouri,Macon County,24.3282
Missouri,Madison County,40.2947
Missouri,Maries County,7.0227
Missouri,Marion County,29.564600000000002
Missouri,McDonald County,29.4361
Missouri,Mercer County,25.14425
Missouri,Miller County,7.5902
Missouri,Mississippi County,14.585849999999999
Missouri,Moniteau County,18.9835
Missouri,Monroe County,6.5587
Missouri,Montgomery County,12.9276
Missouri,Morgan County,38.1004
Missouri,New Madrid County,20.499499999999998
Missouri,Newton County,20.4134
Missouri,Nodaway County,40.6157
Missouri,Oregon County,40.8842
Missouri,Osage County,18.035850000000003
Missouri,Ozark County,56.361149999999995
Missouri,Pemiscot County,29.2297
Missouri,Perry County,8.1122
Missouri,Pettis County,26.948600000000003
Missouri,Phelps County,13.582
Missouri,Pike County,19.4784
Missouri,Platte County,23.28295
Missouri,Polk County,19.600450000000002
Missouri,Pulaski County,37.7447
Missouri,Putnam County,13.25395
Missouri,Ralls County,1.3523
Missouri,Randolph County,13.040950000000002
Missouri,Ray County,19.662300000000002
Missouri,Reynolds County,13.2348
Missouri,Ripley County,38.471000000000004
Missouri,Saline County,19.44585
Missouri,Schuyler County,40.03655
Missouri,Scotland County,4.39715
Missouri,Scott County,32.35865
Missouri,Shannon County,39.89205
Missouri,Shelby County,18.368
Missouri,St. Charles County,23.2056
Missouri,St. Clair County,7.0882
Missouri,St. Francois County,37.5336
Missouri,St. Louis County,23.4108
Missouri,St. Louis city,24.71035
Missouri,Ste. Genevieve County,18.9146
Missouri,Stoddard County,7.1886
Missouri,Stone County,4.4415000000000004
Missouri,Sullivan County,39.5579
Missouri,Taney County,39.19135
Missouri,Texas County,54.51455
Missouri,Vernon County,39.990700000000004
Missouri,Warren County,7.4836
Missouri,Washington County,39.8359
Missouri,Wayne County,39.777150000000006
Missouri,Webster County,6.88135
Missouri,Wright County,39.10185
Montana,Beaverhead County,20.881
Montana,Big Horn County,41.5894
Montana,Blaine County,8.45255
Montana,Broadwater County,9.7106
Montana,Carbon County,1.4754
Montana,Cascade County,20.906
Montana,Chouteau County,44.31565
Montana,Custer County,18.89995
Montana,Dawson County,24.069
Montana,Deer Lodge County,20.676
Montana,Fergus County,55.984300000000005
Montana,Flathead County,7.4243
Montana,Gallatin County,7.21785
Montana,Glacier County,61.13334999999999
Montana,Hill County,23.84505
Montana,Jefferson County,1.853
Montana,Lake County,7.5349
Montana,Lewis and Clark County,13.203850000000001
Montana,Lincoln County,7.9221
Montana,Madison County,18.1903
Montana,Mineral County,38.17614999999999
Montana,Missoula County,20.5589
Montana,Musselshell County,23.8019
Montana,Park County,29.21665
Montana,Pondera County,21.47765
Montana,Powell County,10.086350000000001
Montana,Ravalli County,4.61535
Montana,Richland County,27.197049999999997
Montana,Roosevelt County,31.6378
Montana,Rosebud County,10.1448
Montana,Sanders County,8.2881
Montana,Sheridan County,9.894200000000001
Montana,Silver Bow County,22.279700000000002
Montana,Stillwater County,17.6522
Montana,Teton County,18.5409
Montana,Toole County,22.5619
Montana,Valley County,18.5763
Montana,Yellowstone County,21.85975
Nebraska,Adams County,19.7821
Nebraska,Antelope County,6.3881000000000006
Nebraska,Boone County,9.47025
Nebraska,Box Butte County,18.4059
Nebraska,Buffalo County,23.8674
Nebraska,Burt County,1.3868
Nebraska,Butler County,8.481
Nebraska,Cass County,18.159950000000002
Nebraska,Cedar County,9.977599999999999
Nebraska,Cherry County,25.27565
Nebraska,Cheyenne County,8.9144
Nebraska,Clay County,10.092099999999999
Nebraska,Colfax County,18.0425
Nebraska,Cuming County,1.4351
Nebraska,Custer County,29.7088
Nebraska,Dakota County,48.9627
Nebraska,Dawes County,37.3891
Nebraska,Dawson County,19.9588
Nebraska,Dixon County,18.775
Nebraska,Dodge County,19.7727
Nebraska,Douglas County,19.9315
Nebraska,Fillmore County,9.944500000000001
Nebraska,Franklin County,12.661249999999999
Nebraska,Gage County,18.1521
Nebraska,Hall County,20.806350000000002
Nebraska,Hamilton County,1.0682
Nebraska,Holt County,18.52545
Nebraska,Howard County,9.903699999999999
Nebraska,Jefferson County,20.4818
Nebraska,Johnson County,12.30085
Nebraska,Kearney County,5.0344500000000005
Nebraska,Keith County,18.317500000000003
Nebraska,Knox County,1.5106000000000002
Nebraska,Lancaster County,22.566850000000002
Nebraska,Lincoln County,27.1689
Nebraska,Madison County,24.1889
Nebraska,Merrick County,18.3247
Nebraska,Nemaha County,5.2224
Nebraska,Nuckolls County,12.57
Nebraska,Otoe County,18.5328
Nebraska,Phelps County,18.2071
Nebraska,Pierce County,18.3733
Nebraska,Platte County,18.2437
Nebraska,Polk County,1.0003000000000002
Nebraska,Red Willow County,41.5018
Nebraska,Richardson County,18.7908
Nebraska,Saline County,18.1736
Nebraska,Sarpy County,23.1003
Nebraska,Saunders County,18.5785
Nebraska,Scotts Bluff County,7.8113
Nebraska,Seward County,4.963150000000001
Nebraska,Sheridan County,13.288450000000001
Nebraska,Stanton County,1.20145
Nebraska,Thayer County,9.736400000000001
Nebraska,Thurston County,23.137
Nebraska,Valley County,1.228
Nebraska,Washington County,1.2435
Nebraska,Wayne County,19.55975
Nebraska,Webster County,12.430599999999998
Nebraska,York County,12.671000000000001
Nevada,Carson City,20.5578
Nevada,Churchill County,7.1991000000000005
Nevada,Clark County,19.472700000000003
Nevada,Douglas County,8.65045
Nevada,Elko County,9.10925
Nevada,Humboldt County,20.6802
Nevada,Lincoln County,18.157249999999998
Nevada,Lyon County,22.09035
Nevada,Mineral County,42.1636
Nevada,Nye County,49.8829
Nevada,Washoe County,23.187350000000002
Nevada,White Pine County,17.7182
New Hampshire,Belknap County,2.062
New Hampshire,Carroll County,6.2854
New Hampshire,Cheshire County,13.30355
New Hampshire,Coos County,6.7158
New Hampshire,Grafton County,18.2638
New Hampshire,Hillsborough County,23.1665
New Hampshire,Merrimack County,1.6396000000000002
New Hampshire,Rockingham County,23.1199
New Hampshire,Strafford County,23.2527
New Hampshire,Sullivan County,27.93175
New Jersey,Atlantic County,22.7417
New Jersey,Bergen County,8.5077
New Jersey,Burlington County,23.18455
New Jersey,Camden County,20.9403
New Jersey,Cape May County,23.1231
New Jersey,Cumberland County,21.253
New Jersey,Essex County,8.282150000000001
New Jersey,Gloucester County,23.37
New Jersey,Hudson County,7.367999999999999
New Jersey,Hunterdon County,1.06995
New Jersey,Mercer County,23.2622
New Jersey,Middlesex County,19.8218
New Jersey,Monmouth County,23.2285
New Jersey,Morris County,23.1334
New Jersey,Ocean County,23.5217
New Jersey,Passaic County,20.667299999999997
New Jersey,Salem County,14.19435
New Jersey,Somerset County,23.08105
New Jersey,Sussex County,19.3908
New Jersey,Union County,14.180150000000001
New Jersey,Warren County,23.5023
New Mexico,Bernalillo County,22.1795
New Mexico,Chaves County,22.5334
New Mexico,Cibola County,38.1193
New Mexico,Colfax County,38.3847
New Mexico,Curry County,24.10595
New Mexico,Doa Ana County,39.6419
New Mexico,Eddy County,22.34065
New Mexico,Grant County,25.3334
New Mexico,Hidalgo County,39.2097
New Mexico,Lea County,21.96385
New Mexico,Lincoln County,24.4548
New Mexico,Los Alamos County,23.318800000000003
New Mexico,Luna County,66.29554999999999
New Mexico,McKinley County,71.9597
New Mexico,Otero County,21.27565
New Mexico,Quay County,50.4643
New Mexico,Rio Arriba County,35.5888
New Mexico,Roosevelt County,24.45
New Mexico,San Juan County,24.2716
New Mexico,San Miguel County,69.6595
New Mexico,Sandoval County,24.2925
New Mexico,Santa Fe County,8.864450000000001
New Mexico,Sierra County,54.102450000000005
New Mexico,Socorro County,50.8111
New Mexico,Taos County,41.01405
New Mexico,Torrance County,39.043600000000005
New Mexico,Valencia County,24.3356
New York,Albany County,23.2163
New York,Allegany County,19.9321
New York,Bronx County,8.4545
New York,Broome County,21.8781
New York,Cattaraugus County,18.2876
New York,Cayuga County,1.7763
New York,Chautauqua County,21.0322
New York,Chemung County,21.4409
New York,Chenango County,7.14725
New York,Clinton County,19.4346
New York,Columbia County,1.641
New York,Cortland County,8.541350000000001
New York,Delaware County,6.91005
New York,Dutchess County,23.161700000000003
New York,Erie County,23.33565
New York,Essex County,6.055400000000001
New York,Franklin County,24.346
New York,Fulton County,8.335600000000001
New York,Genesee County,8.6227
New York,Greene County,6.5893
New York,Hamilton County,11.970650000000001
New York,Herkimer County,18.8938
New York,Jefferson County,19.0044
New York,Kings County,7.15585
New York,Lewis County,39.6975
New York,Livingston County,19.4022
New York,Madison County,1.8402000000000003
New York,Monroe County,23.5058
New York,Montgomery County,43.053799999999995
New York,Nassau County,8.1526
New York,New York County,1.9537500000000003
New York,Niagara County,21.30955
New York,Oneida County,19.2093
New York,Onondaga County,23.1603
New York,Ontario County,8.9519
New York,Orange County,23.1883
New York,Orleans County,36.77105
New York,Oswego County,19.7245
New York,Otsego County,36.48950000000001
New York,Putnam County,23.269
New York,Queens County,6.21175
New York,Rensselaer County,23.1348
New York,Richmond County,8.3696
New York,Rockland County,23.294
New York,Saratoga County,8.82415
New York,Schenectady County,23.3503
New York,Schoharie County,7.1511499999999995
New York,Schuyler County,1.8507
New York,Seneca County,8.972649999999998
New York,St. Lawrence County,25.0251
New York,Steuben County,13.311
New York,Suffolk County,23.15515
New York,Sullivan County,1.9566999999999999
New York,Tioga County,6.753450000000001
New York,Tompkins County,19.8033
New York,Ulster County,19.3819
New York,Warren County,23.611500000000003
New York,Washington County,1.4842000000000002
New York,Wayne County,6.7713
New York,Westchester County,8.2625
New York,Wyoming County,18.2164
New York,Yates County,19.8124
North Carolina,Alamance County,23.39935
North Carolina,Alexander County,7.388199999999999
North Carolina,Alleghany County,7.5779
North Carolina,Anson County,28.446450000000002
North Carolina,Ashe County,28.76365
North Carolina,Avery County,6.573
North Carolina,Beaufort County,19.2023
North Carolina,Bertie County,70.6472
North Carolina,Bladen County,55.095600000000005
North Carolina,Brunswick County,8.56345
North Carolina,Buncombe County,21.4207
North Carolina,Burke County,20.183500000000002
North Carolina,Cabarrus County,23.4167
North Carolina,Caldwell County,23.868
North Carolina,Camden County,1.609
North Carolina,Carteret County,19.196800000000003
North Carolina,Caswell County,28.99275
North Carolina,Catawba County,24.1315
North Carolina,Chatham County,19.6866
North Carolina,Cherokee County,7.427099999999999
North Carolina,Chowan County,36.9934
North Carolina,Clay County,37.094350000000006
North Carolina,Cleveland County,24.5663
North Carolina,Columbus County,37.0998
North Carolina,Craven County,23.4624
North Carolina,Cumberland County,26.9285
North Carolina,Currituck County,1.6648
North Carolina,Dare County,23.3475
North Carolina,Davidson County,20.5208
North Carolina,Davie County,24.2759
North Carolina,Duplin County,37.344100000000005
North Carolina,Durham County,23.81935
North Carolina,Edgecombe County,13.914250000000001
North Carolina,Forsyth County,23.9412
North Carolina,Franklin County,21.88975
North Carolina,Gaston County,23.4997
North Carolina,Gates County,37.3339
North Carolina,Graham County,6.4697
North Carolina,Granville County,18.3206
North Carolina,Greene County,37.4561
North Carolina,Guilford County,23.37115
North Carolina,Halifax County,38.39095
North Carolina,Harnett County,8.2779
North Carolina,Haywood County,5.48175
North Carolina,Henderson County,9.073350000000001
North Carolina,Hertford County,38.415600000000005
North Carolina,Hoke County,22.96265
North Carolina,Iredell County,8.67245
North Carolina,Jackson County,7.3835
North Carolina,Johnston County,7.5995
North Carolina,Jones County,8.0576
North Carolina,Lee County,24.0992
North Carolina,Lenoir County,37.3589
North Carolina,Lincoln County,7.987400000000001
North Carolina,Macon County,6.6584
North Carolina,Madison County,13.80485
North Carolina,Martin County,36.53685
North Carolina,McDowell County,13.60515
North Carolina,Mecklenburg County,23.0623
North Carolina,Mitchell County,19.425
North Carolina,Montgomery County,7.818849999999999
North Carolina,Moore County,21.44435
North Carolina,Nash County,23.930349999999997
North Carolina,New Hanover County,24.06075
North Carolina,Northampton County,37.5238
North Carolina,Onslow County,24.344
North Carolina,Orange County,19.810650000000003
North Carolina,Pamlico County,1.459
North Carolina,Pasquotank County,30.327650000000002
North Carolina,Pender County,7.4202
North Carolina,Perquimans County,37.0553
North Carolina,Person County,38.1633
North Carolina,Pitt County,24.3477
North Carolina,Polk County,1.7697000000000005
North Carolina,Randolph County,20.74275
North Carolina,Richmond County,38.1174
North Carolina,Robeson County,37.6198
North Carolina,Rockingham County,8.556600000000001
North Carolina,Rowan County,16.07965
North Carolina,Rutherford County,7.651
North Carolina,Sampson County,38.2069
North Carolina,Scotland County,51.1886
North Carolina,Stanly County,1.9154
North Carolina,Stokes County,2.4432
North Carolina,Surry County,7.2955
North Carolina,Swain County,7.21195
North Carolina,Transylvania County,24.7535
North Carolina,Union County,23.268
North Carolina,Vance County,30.7422
North Carolina,Wake County,23.0955
North Carolina,Warren County,28.673650000000002
North Carolina,Washington County,37.7369
North Carolina,Watauga County,2.2004
North Carolina,Wayne County,31.235300000000002
North Carolina,Wilkes County,14.138449999999999
North Carolina,Wilson County,11.5062
North Carolina,Yadkin County,19.7766
North Carolina,Yancey County,7.5017
North Dakota,Barnes County,22.6301
North Dakota,Benson County,25.092100000000002
North Dakota,Bottineau County,18.4479
North Dakota,Bowman County,9.53255
North Dakota,Burleigh County,23.5832
North Dakota,Cass County,20.0867
North Dakota,Cavalier County,9.83465
North Dakota,Dickey County,0.9318
North Dakota,Grand Forks County,22.16715
North Dakota,Hettinger County,50.08385
North Dakota,LaMoure County,18.58195
North Dakota,McHenry County,31.64975
North Dakota,McKenzie County,18.28655
North Dakota,McLean County,25.1031
North Dakota,Mercer County,18.3429
North Dakota,Morton County,18.3543
North Dakota,Mountrail County,1.6802
North Dakota,Pembina County,1.3167000000000002
North Dakota,Pierce County,4.622850000000001
North Dakota,Ramsey County,24.3443
North Dakota,Ransom County,0.7958000000000001
North Dakota,Richland County,17.9337
North Dakota,Rolette County,38.6
North Dakota,Sargent County,0.55645
North Dakota,Sioux County,25.42265
North Dakota,Stark County,17.96445
North Dakota,Stutsman County,25.81605
North Dakota,Traill County,1.22585
North Dakota,Walsh County,13.421800000000001
North Dakota,Ward County,18.2613
North Dakota,Wells County,16.12035
North Dakota,Williams County,17.8934
Ohio,Adams County,38.28795
Ohio,Allen County,21.171
Ohio,Ashland County,7.528300000000001
Ohio,Ashtabula County,37.1196
Ohio,Athens County,37.7781
Ohio,Auglaize County,1.8142000000000005
Ohio,Belmont County,23.502699999999997
Ohio,Brown County,7.287299999999999
Ohio,Butler County,23.9193
Ohio,Carroll County,6.555300000000001
Ohio,Champaign County,1.35875
Ohio,Clark County,23.358150000000002
Ohio,Clermont County,23.5212
Ohio,Clinton County,24.4184
Ohio,Columbiana County,21.931200000000004
Ohio,Coshocton County,21.645699999999998
Ohio,Crawford County,23.9748
Ohio,Cuyahoga County,21.43465
Ohio,Darke County,1.5466000000000002
Ohio,Defiance County,23.9381
Ohio,Delaware County,23.2847
Ohio,Erie County,23.38125
Ohio,Fairfield County,13.77085
Ohio,Fayette County,20.2238
Ohio,Franklin County,23.104149999999997
Ohio,Fulton County,1.7340000000000002
Ohio,Gallia County,20.5812
Ohio,Geauga County,19.2037
Ohio,Greene County,23.3833
Ohio,Guernsey County,36.7064
Ohio,Hamilton County,23.80395
Ohio,Hancock County,19.2525
Ohio,Hardin County,20.1889
Ohio,Harrison County,37.3225
Ohio,Henry County,1.5869000000000002
Ohio,Highland County,19.7245
Ohio,Hocking County,7.3779
Ohio,Holmes County,19.616750000000003
Ohio,Huron County,20.3914
Ohio,Jackson County,8.3029
Ohio,Jefferson County,23.9326
Ohio,Knox County,22.02535
Ohio,Lake County,23.40445
Ohio,Lawrence County,20.764899999999997
Ohio,Licking County,23.8724
Ohio,Logan County,2.1113
Ohio,Lorain County,23.2269
Ohio,Lucas County,23.2925
Ohio,Madison County,13.1258
Ohio,Mahoning County,23.402900000000002
Ohio,Marion County,33.27565
Ohio,Medina County,19.5357
Ohio,Meigs County,40.45585
Ohio,Mercer County,18.9169
Ohio,Miami County,20.6855
Ohio,Monroe County,13.386899999999999
Ohio,Montgomery County,23.55125
Ohio,Morgan County,39.12755
Ohio,Morrow County,10.875499999999999
Ohio,Muskingum County,20.4889
Ohio,Noble County,40.3451
Ohio,Ottawa County,1.835
Ohio,Paulding County,18.591900000000003
Ohio,Perry County,22.68195
Ohio,Pickaway County,1.8055000000000003
Ohio,Pike County,30.897050000000004
Ohio,Portage County,23.7112
Ohio,Preble County,1.83485
Ohio,Putnam County,1.0504
Ohio,Richland County,23.9225
Ohio,Ross County,21.5281
Ohio,Sandusky County,8.4588
Ohio,Scioto County,23.3525
Ohio,Seneca County,20.66355
Ohio,Shelby County,1.5532
Ohio,Stark County,23.45155
Ohio,Summit County,23.5044
Ohio,Trumbull County,23.5249
Ohio,Tuscarawas County,19.0098
Ohio,Union County,10.028799999999999
Ohio,Van Wert County,9.0511
Ohio,Vinton County,37.7312
Ohio,Warren County,23.579
Ohio,Washington County,20.084850000000003
Ohio,Wayne County,8.638
Ohio,Williams County,1.7896
Ohio,Wood County,8.2835
Ohio,Wyandot County,3.8935500000000003
Oklahoma,Adair County,8.5506
Oklahoma,Alfalfa County,18.1835
Oklahoma,Atoka County,39.9963
Oklahoma,Beaver County,18.5898
Oklahoma,Beckham County,25.061300000000003
Oklahoma,Blaine County,24.2624
Oklahoma,Bryan County,19.4822
Oklahoma,Caddo County,13.558050000000001
Oklahoma,Canadian County,21.5978
Oklahoma,Carter County,19.2311
Oklahoma,Cherokee County,19.6788
Oklahoma,Choctaw County,40.8096
Oklahoma,Cimarron County,10.37875
Oklahoma,Cleveland County,21.22415
Oklahoma,Coal County,39.151250000000005
Oklahoma,Comanche County,21.17715
Oklahoma,Cotton County,13.28465
Oklahoma,Craig County,20.477400000000003
Oklahoma,Creek County,6.6819
Oklahoma,Custer County,40.6056
Oklahoma,Delaware County,7.734199999999999
Oklahoma,Dewey County,32.1203
Oklahoma,Ellis County,29.512549999999997
Oklahoma,Garfield County,20.63285
Oklahoma,Garvin County,7.353000000000001
Oklahoma,Grady County,20.1305
Oklahoma,Grant County,18.376350000000002
Oklahoma,Greer County,26.15195
Oklahoma,Harper County,9.80425
Oklahoma,Haskell County,19.113400000000002
Oklahoma,Hughes County,9.2054
Oklahoma,Jackson County,23.4906
Oklahoma,Jefferson County,7.673500000000001
Oklahoma,Johnston County,19.08
Oklahoma,Kay County,24.5197
Oklahoma,Kingfisher County,18.19915
Oklahoma,Kiowa County,19.4468
Oklahoma,Latimer County,18.882
Oklahoma,Le Flore County,37.45845
Oklahoma,Lincoln County,19.6582
Oklahoma,Logan County,24.136450000000004
Oklahoma,Love County,7.5465
Oklahoma,Major County,1.3992
Oklahoma,Marshall County,13.0073
Oklahoma,Mayes County,7.632000000000001
Oklahoma,McClain County,12.50695
Oklahoma,McCurtain County,45.0603
Oklahoma,McIntosh County,39.48895
Oklahoma,Murray County,2.1535
Oklahoma,Muskogee County,30.63715
Oklahoma,Noble County,19.022199999999998
Oklahoma,Nowata County,20.900199999999998
Oklahoma,Okfuskee County,20.379649999999998
Oklahoma,Oklahoma County,20.9195
Oklahoma,Okmulgee County,13.504249999999999
Oklahoma,Osage County,19.1626
Oklahoma,Ottawa County,20.8733
Oklahoma,Pawnee County,7.2917
Oklahoma,Payne County,22.3908
Oklahoma,Pittsburg County,19.4225
Oklahoma,Pontotoc County,18.951700000000002
Oklahoma,Pottawatomie County,20.258850000000002
Oklahoma,Pushmataha County,37.7392
Oklahoma,Rogers County,1.754
Oklahoma,Seminole County,20.3701
Oklahoma,Sequoyah County,40.7558
Oklahoma,Stephens County,19.3536
Oklahoma,Texas County,19.1215
Oklahoma,Tillman County,21.016
Oklahoma,Tulsa County,21.579500000000003
Oklahoma,Wagoner County,22.92185
Oklahoma,Washington County,23.3418
Oklahoma,Washita County,18.92505
Oklahoma,Woods County,18.6761
Oklahoma,Woodward County,18.5112
Oregon,Baker County,31.23355
Oregon,Benton County,23.4332
Oregon,Clackamas County,20.217550000000003
Oregon,Clatsop County,8.7893
Oregon,Columbia County,13.622050000000002
Oregon,Coos County,24.0894
Oregon,Crook County,29.937200000000004
Oregon,Curry County,19.5453
Oregon,Deschutes County,22.3166
Oregon,Douglas County,37.8072
Oregon,Grant County,54.85225
Oregon,Harney County,40.8411
Oregon,Hood River County,5.55175
Oregon,Jackson County,23.7445
Oregon,Jefferson County,14.0043
Oregon,Josephine County,41.094300000000004
Oregon,Klamath County,23.95305
Oregon,Lake County,38.29475
Oregon,Lane County,21.15685
Oregon,Lincoln County,20.5676
Oregon,Linn County,24.332400000000003
Oregon,Malheur County,7.5679
Oregon,Marion County,20.897100000000002
Oregon,Morrow County,1.93865
Oregon,Multnomah County,8.939400000000001
Oregon,Polk County,22.316699999999997
Oregon,Tillamook County,6.86275
Oregon,Umatilla County,23.7974
Oregon,Union County,22.971249999999998
Oregon,Wallowa County,1.5977000000000003
Oregon,Wasco County,20.3617
Oregon,Washington County,19.78725
Oregon,Yamhill County,20.736
Pennsylvania,Adams County,1.7275
Pennsylvania,Allegheny County,23.2046
Pennsylvania,Armstrong County,6.5244
Pennsylvania,Beaver County,23.1322
Pennsylvania,Bedford County,24.3795
Pennsylvania,Berks County,9.457
Pennsylvania,Blair County,19.31095
Pennsylvania,Bradford County,12.62515
Pennsylvania,Bucks County,23.02455
Pennsylvania,Butler County,19.20205
Pennsylvania,Cambria County,20.90355
Pennsylvania,Cameron County,13.434249999999999
Pennsylvania,Carbon County,13.47165
Pennsylvania,Centre County,19.518700000000003
Pennsylvania,Chester County,23.194200000000002
Pennsylvania,Clarion County,36.5718
Pennsylvania,Clearfield County,24.278750000000002
Pennsylvania,Clinton County,23.8174
Pennsylvania,Columbia County,19.4018
Pennsylvania,Crawford County,19.9798
Pennsylvania,Cumberland County,23.0763
Pennsylvania,Dauphin County,23.5724
Pennsylvania,Delaware County,19.9233
Pennsylvania,Elk County,6.4679
Pennsylvania,Erie County,24.2145
Pennsylvania,Fayette County,23.69865
Pennsylvania,Forest County,39.756
Pennsylvania,Franklin County,19.8825
Pennsylvania,Fulton County,36.5396
Pennsylvania,Greene County,23.4595
Pennsylvania,Huntingdon County,6.6160499999999995
Pennsylvania,Indiana County,14.3373
Pennsylvania,Jefferson County,19.7372
Pennsylvania,Juniata County,19.9125
Pennsylvania,Lackawanna County,20.1884
Pennsylvania,Lancaster County,22.53505
Pennsylvania,Lawrence County,22.1262
Pennsylvania,Lebanon County,19.8476
Pennsylvania,Lehigh County,19.81105
Pennsylvania,Luzerne County,20.66795
Pennsylvania,Lycoming County,20.3534
Pennsylvania,McKean County,6.859999999999999
Pennsylvania,Mercer County,21.467100000000002
Pennsylvania,Mifflin County,36.630300000000005
Pennsylvania,Monroe County,2.0389
Pennsylvania,Montgomery County,22.9924
Pennsylvania,Montour County,20.158450000000002
Pennsylvania,Northampton County,23.1731
Pennsylvania,Northumberland County,8.382750000000001
Pennsylvania,Perry County,1.46395
Pennsylvania,Philadelphia County,9.122000000000002
Pennsylvania,Pike County,6.0717
Pennsylvania,Potter County,7.0484
Pennsylvania,Schuylkill County,14.39315
Pennsylvania,Snyder County,13.457699999999999
Pennsylvania,Somerset County,7.0327
Pennsylvania,Sullivan County,12.7314
Pennsylvania,Susquehanna County,18.7321
Pennsylvania,Tioga County,12.89045
Pennsylvania,Union County,19.526400000000002
Pennsylvania,Venango County,13.685849999999999
Pennsylvania,Warren County,7.663699999999999
Pennsylvania,Washington County,19.8476
Pennsylvania,Wayne County,1.5838000000000003
Pennsylvania,Westmoreland County,23.29255
Pennsylvania,Wyoming County,1.4812
Pennsylvania,York County,22.624200000000002
Rhode Island,Bristol County,23.553700000000003
Rhode Island,Kent County,23.5601
Rhode Island,Newport County,23.2683
Rhode Island,Providence County,23.2609
Rhode Island,Washington County,23.23625
South Carolina,Abbeville County,37.750150000000005
South Carolina,Aiken County,24.40335
South Carolina,Allendale County,37.95
South Carolina,Anderson County,23.7112
South Carolina,Bamberg County,22.69585
South Carolina,Barnwell County,38.8746
South Carolina,Beaufort County,23.5477
South Carolina,Berkeley County,23.37095
South Carolina,Calhoun County,20.4022
South Carolina,Charleston County,22.9324
South Carolina,Cherokee County,37.1713
South Carolina,Chester County,7.9642
South Carolina,Chesterfield County,38.20775
South Carolina,Clarendon County,18.9237
South Carolina,Colleton County,41.0255
South Carolina,Darlington County,29.01655
