State,County,median_sas_score
South Carolina,Dillon County,39.37565
South Carolina,Dorchester County,23.7166
South Carolina,Edgefield County,10.484
South Carolina,Fairfield County,40.8056
South Carolina,Florence County,26.7556
South Carolina,Georgetown County,23.63645
South Carolina,Greenville County,23.5371
South Carolina,Greenwood County,24.29
South Carolina,Hampton County,7.919
South Carolina,Horry County,8.6701
South Carolina,Jasper County,38.19255
South Carolina,Kershaw County,24.4099
South Carolina,Lancaster County,23.8928
South Carolina,Laurens County,7.827800000000001
South Carolina,Lee County,23.721
South Carolina,Lexington County,22.9359
South Carolina,Marion County,37.7649
South Carolina,Marlboro County,36.8887
South Carolina,McCormick County,19.9418
South Carolina,Newberry County,13.587299999999999
South Carolina,Oconee County,19.5445
South Carolina,Orangeburg County,38.63615
South Carolina,Pickens County,31.03895
South Carolina,Richland County,24.4175
South Carolina,Saluda County,7.125900000000001
South Carolina,Spartanburg County,24.0722
South Carolina,Sumter County,24.2633
South Carolina,Union County,19.7137
South Carolina,Williamsburg County,37.3598
South Carolina,York County,23.56745
South Dakota,Beadle County,20.146
South Dakota,Bennett County,25.206550000000004
South Dakota,Bon Homme County,18.6535
South Dakota,Brookings County,32.91745
South Dakota,Brown County,26.0169
South Dakota,Brule County,23.66275
South Dakota,Butte County,40.695499999999996
South Dakota,Charles Mix County,8.4942
South Dakota,Clay County,23.062400000000004
South Dakota,Codington County,20.4645
South Dakota,Corson County,26.2175
South Dakota,Custer County,10.2658
South Dakota,Davison County,21.4893
South Dakota,Day County,19.1882
South Dakota,Deuel County,9.7232
South Dakota,Dewey County,46.20505
South Dakota,Edmunds County,18.02855
South Dakota,Fall River County,46.8447
South Dakota,Grant County,9.7978
South Dakota,Gregory County,10.228550000000002
South Dakota,Hamlin County,18.120150000000002
South Dakota,Hand County,9.71155
South Dakota,Hughes County,24.353299999999997
South Dakota,Hutchinson County,1.2414
South Dakota,Jackson County,25.89155
South Dakota,Kingsbury County,9.8124
South Dakota,Lake County,17.9453
South Dakota,Lawrence County,8.9757
South Dakota,Lincoln County,0.9693
South Dakota,Lyman County,20.46275
South Dakota,McCook County,18.4709
South Dakota,Meade County,24.056800000000003
South Dakota,Minnehaha County,20.15955
South Dakota,Moody County,10.4343
South Dakota,Oglala Lakota County,18.4422
South Dakota,Pennington County,23.5388
South Dakota,Roberts County,18.455599999999997
South Dakota,Spink County,18.421
South Dakota,Todd County,74.28559999999999
South Dakota,Tripp County,19.9872
South Dakota,Turner County,1.48235
South Dakota,Union County,1.1057
South Dakota,Walworth County,13.501900000000001
South Dakota,Yankton County,18.2607
Tennessee,Anderson County,20.7411
Tennessee,Bedford County,17.9072
Tennessee,Benton County,37.6126
Tennessee,Bledsoe County,7.566000000000001
Tennessee,Blount County,7.5479
Tennessee,Bradley County,24.3238
Tennessee,Campbell County,37.9099
Tennessee,Cannon County,7.415900000000001
Tennessee,Carroll County,37.0947
Tennessee,Carter County,49.62670000000001
Tennessee,Cheatham County,2.0279
Tennessee,Chester County,19.277
Tennessee,Claiborne County,8.123999999999999
Tennessee,Clay County,8.053049999999999
Tennessee,Cocke County,38.4171
Tennessee,Coffee County,6.92975
Tennessee,Crockett County,7.1555
Tennessee,Cumberland County,21.43875
Tennessee,Davidson County,23.3246
Tennessee,DeKalb County,4.85065
Tennessee,Decatur County,4.6216
Tennessee,Dickson County,13.5724
Tennessee,Dyer County,4.6647
Tennessee,Fayette County,1.9797
Tennessee,Fentress County,37.502700000000004
Tennessee,Franklin County,7.9754
Tennessee,Gibson County,1.9003
Tennessee,Giles County,1.87205
Tennessee,Grainger County,7.4257
Tennessee,Greene County,19.207600000000003
Tennessee,Grundy County,23.028299999999998
Tennessee,Hamblen County,36.994749999999996
Tennessee,Hamilton County,23.9603
Tennessee,Hancock County,22.75595
Tennessee,Hardeman County,28.25785
Tennessee,Hardin County,19.0338
Tennessee,Hawkins County,20.4341
Tennessee,Haywood County,19.90575
Tennessee,Henderson County,13.48725
Tennessee,Henry County,40.6096
Tennessee,Hickman County,14.05195
Tennessee,Houston County,1.6003
Tennessee,Humphreys County,24.4299
Tennessee,Jackson County,4.6571
Tennessee,Jefferson County,2.2591
Tennessee,Johnson County,38.0843
Tennessee,Knox County,23.566000000000003
Tennessee,Lake County,38.071600000000004
Tennessee,Lauderdale County,7.1738
Tennessee,Lawrence County,2.0977
Tennessee,Lewis County,43.85305
Tennessee,Lincoln County,18.3316
Tennessee,Loudon County,2.0232
Tennessee,Macon County,19.8746
Tennessee,Madison County,24.8361
Tennessee,Marion County,10.977300000000001
Tennessee,Marshall County,21.6521
Tennessee,Maury County,21.1653
Tennessee,McMinn County,13.46345
Tennessee,McNairy County,7.6391
Tennessee,Meigs County,2.1931000000000003
Tennessee,Monroe County,7.9392
Tennessee,Montgomery County,23.925500000000003
Tennessee,Moore County,1.0731000000000002
Tennessee,Morgan County,19.200100000000003
Tennessee,Obion County,6.9113500000000005
Tennessee,Overton County,7.1618
Tennessee,Perry County,25.130750000000003
Tennessee,Polk County,2.1126
Tennessee,Putnam County,24.6362
Tennessee,Rhea County,13.60115
Tennessee,Roane County,10.81985
Tennessee,Robertson County,5.4086
Tennessee,Rutherford County,22.1714
Tennessee,Scott County,7.6
Tennessee,Sequatchie County,7.317399999999999
Tennessee,Sevier County,7.55155
Tennessee,Shelby County,24.3337
Tennessee,Smith County,7.049600000000001
Tennessee,Stewart County,7.3847
Tennessee,Sullivan County,23.888
Tennessee,Sumner County,7.4590499999999995
Tennessee,Tipton County,2.2298
Tennessee,Trousdale County,4.5085
Tennessee,Unicoi County,20.3275
Tennessee,Union County,7.55015
Tennessee,Van Buren County,4.6774
Tennessee,Warren County,8.8213
Tennessee,Washington County,24.1035
Tennessee,Wayne County,28.2581
Tennessee,Weakley County,24.5704
Tennessee,White County,24.397100000000002
Tennessee,Williamson County,22.9934
Tennessee,Wilson County,23.1894
Texas,Anderson County,21.0046
Texas,Andrews County,12.575099999999999
Texas,Angelina County,24.0599
Texas,Aransas County,7.7963
Texas,Archer County,18.698
Texas,Atascosa County,37.7307
Texas,Austin County,4.2668
Texas,Bandera County,18.4247
Texas,Bastrop County,27.5952
Texas,Bee County,24.0928
Texas,Bell County,24.1042
Texas,Bexar County,23.8224
Texas,Blanco County,21.59485
Texas,Bosque County,9.4392
Texas,Bowie County,23.940649999999998
Texas,Brazoria County,20.26195
Texas,Brazos County,24.0611
Texas,Brewster County,24.0495
Texas,Brooks County,45.32115
Texas,Brown County,23.108249999999998
Texas,Burleson County,7.1013
Texas,Burnet County,18.39725
Texas,Caldwell County,33.16165
Texas,Calhoun County,24.0755
Texas,Callahan County,18.8543
Texas,Cameron County,25.1977
Texas,Camp County,7.436100000000001
Texas,Carson County,9.6141
Texas,Cass County,37.1311
Texas,Castro County,17.776699999999998
Texas,Chambers County,7.599
Texas,Cherokee County,24.131349999999998
Texas,Childress County,40.347049999999996
Texas,Clay County,18.8983
Texas,Coke County,50.730999999999995
Texas,Coleman County,40.5625
Texas,Collin County,8.8356
Texas,Colorado County,18.706200000000003
Texas,Comal County,4.509399999999999
Texas,Comanche County,18.675150000000002
Texas,Cooke County,19.79085
Texas,Coryell County,24.3166
Texas,Crosby County,7.777900000000001
Texas,Dallam County,21.480150000000002
Texas,Dallas County,21.1369
Texas,Dawson County,35.37295
Texas,DeWitt County,1.8904
Texas,Deaf Smith County,24.73245
Texas,Delta County,5.26155
Texas,Denton County,20.5042
Texas,Dimmit County,76.6148
Texas,Donley County,12.748850000000001
Texas,Duval County,39.3114
Texas,Eastland County,39.9132
Texas,Ector County,20.89115
Texas,El Paso County,23.214
Texas,Ellis County,7.1626
Texas,Erath County,32.18845
Texas,Falls County,7.1251
Texas,Fannin County,18.4914
Texas,Fayette County,1.6806
Texas,Fisher County,12.928700000000001
Texas,Floyd County,25.9373
Texas,Fort Bend County,23.4466
Texas,Franklin County,23.5685
Texas,Freestone County,23.7631
Texas,Frio County,50.0343
Texas,Gaines County,8.677200000000001
Texas,Galveston County,23.95775
Texas,Gillespie County,19.0699
Texas,Goliad County,28.3205
Texas,Gonzales County,18.8248
Texas,Gray County,22.179
Texas,Grayson County,13.8597
Texas,Gregg County,38.2241
Texas,Grimes County,30.58045
Texas,Guadalupe County,19.1513
Texas,Hale County,19.273
Texas,Hamilton County,18.1622
Texas,Hansford County,6.55565
Texas,Hardin County,23.6062
Texas,Harris County,21.44395
Texas,Harrison County,19.249299999999998
Texas,Haskell County,28.54995
Texas,Hays County,8.5549
Texas,Henderson County,19.3906
Texas,Hidalgo County,50.771649999999994
Texas,Hill County,7.6738
Texas,Hockley County,24.3016
Texas,Hood County,13.42885
Texas,Hopkins County,19.0163
Texas,Houston County,40.0176
Texas,Howard County,20.6259
Texas,Hunt County,7.546900000000001
Texas,Hutchinson County,20.4058
Texas,Jack County,18.8627
Texas,Jackson County,19.3442
Texas,Jasper County,7.7143
Texas,Jefferson County,23.268050000000002
Texas,Jim Hogg County,44.24
Texas,Jim Wells County,50.0747
Texas,Johnson County,7.499700000000001
Texas,Jones County,4.792949999999999
Texas,Karnes County,38.88055
Texas,Kaufman County,4.337300000000001
Texas,Kendall County,18.5412
Texas,Kerr County,4.3835999999999995
Texas,Kimble County,20.195349999999998
Texas,Kleberg County,50.8073
Texas,Knox County,1.6409500000000001
Texas,Lamar County,31.0182
Texas,Lamb County,8.0304
Texas,Lampasas County,1.3529
Texas,Lavaca County,18.77805
Texas,Lee County,10.1866
Texas,Leon County,40.75920000000001
Texas,Liberty County,19.525750000000002
Texas,Limestone County,38.96265
Texas,Lipscomb County,18.5901
Texas,Live Oak County,2.1824500000000002
Texas,Llano County,9.76835
Texas,Lubbock County,20.9168
Texas,Lynn County,20.8961
Texas,Madison County,21.5203
Texas,Marion County,7.6046499999999995
Texas,Martin County,20.264950000000002
Texas,Mason County,12.7406
Texas,Matagorda County,29.1468
Texas,Maverick County,49.9019
Texas,McCulloch County,18.683
Texas,McLennan County,24.2568
Texas,Medina County,18.625950000000003
Texas,Midland County,20.31525
Texas,Milam County,19.0912
Texas,Mills County,12.9968
Texas,Mitchell County,12.55515
Texas,Montague County,10.15545
Texas,Montgomery County,23.7256
Texas,Moore County,22.957050000000002
Texas,Morris County,19.7918
Texas,Nacogdoches County,22.5929
Texas,Navarro County,13.6851
Texas,Newton County,40.4648
Texas,Nolan County,20.5476
Texas,Nueces County,23.4665
Texas,Ochiltree County,8.7104
Texas,Orange County,23.5108
Texas,Palo Pinto County,24.1472
Texas,Panola County,19.5135
Texas,Parker County,18.628500000000003
Texas,Parmer County,34.54345
Texas,Pecos County,27.929949999999998
Texas,Polk County,7.812049999999999
Texas,Potter County,21.8964
Texas,Presidio County,29.725900000000003
Texas,Rains County,4.1907
Texas,Randall County,8.5259
Texas,Red River County,40.31515
Texas,Reeves County,23.1895
Texas,Refugio County,21.334149999999998
Texas,Robertson County,37.3225
Texas,Rockwall County,23.2553
Texas,Runnels County,33.668800000000005
Texas,Rusk County,18.3226
Texas,Sabine County,7.9975
Texas,San Augustine County,40.4973
Texas,San Jacinto County,7.22185
Texas,San Patricio County,24.5119
Texas,San Saba County,19.61155
Texas,Scurry County,13.91525
Texas,Shelby County,28.35765
Texas,Smith County,20.7027
Texas,Somervell County,7.6295
Texas,Starr County,42.656
Texas,Stephens County,21.0949
Texas,Swisher County,21.5241
Texas,Tarrant County,23.2653
Texas,Taylor County,20.82
Texas,Terry County,42.6022
Texas,Titus County,14.19635
Texas,Tom Green County,24.0375
Texas,Travis County,20.9974
Texas,Trinity County,7.2385
Texas,Tyler County,19.8195
Texas,Upshur County,2.1559
Texas,Upton County,12.95775
Texas,Uvalde County,70.974
Texas,Val Verde County,46.40405
Texas,Van Zandt County,20.2208
Texas,Victoria County,21.5351
Texas,Walker County,21.22195
Texas,Waller County,11.82175
Texas,Ward County,9.4559
Texas,Washington County,22.48055
Texas,Webb County,22.5002
Texas,Wharton County,7.503500000000001
Texas,Wheeler County,13.2405
Texas,Wichita County,23.54635
Texas,Wilbarger County,37.38155
Texas,Willacy County,50.2306
Texas,Williamson County,23.4748
Texas,Wilson County,1.4854
Texas,Winkler County,9.1189
Texas,Wise County,18.1982
Texas,Wood County,19.21045
Texas,Yoakum County,12.53895
Texas,Young County,21.5901
Texas,Zapata County,49.9924
Texas,Zavala County,76.25955
Utah,Beaver County,9.78145
Utah,Box Elder County,19.672
Utah,Cache County,23.198150000000002
Utah,Carbon County,21.8161
Utah,Davis County,23.3044
Utah,Duchesne County,24.5432
Utah,Emery County,24.0029
Utah,Garfield County,19.8386
Utah,Grand County,30.04625
Utah,Iron County,22.994
Utah,Juab County,21.5223
Utah,Kane County,21.46125
Utah,Millard County,18.5839
Utah,Morgan County,0.76345
Utah,Salt Lake County,18.9774
Utah,San Juan County,52.018
Utah,Sanpete County,21.5404
Utah,Sevier County,7.0279
Utah,Summit County,18.0313
Utah,Tooele County,23.5733
Utah,Uintah County,21.849249999999998
Utah,Utah County,22.98
Utah,Wasatch County,23.3506
Utah,Washington County,24.0396
Utah,Weber County,23.064500000000002
Vermont,Addison County,1.2519
Vermont,Bennington County,1.3608500000000001
Vermont,Caledonia County,3.8778
Vermont,Chittenden County,21.922050000000002
Vermont,Essex County,6.944599999999999
Vermont,Franklin County,4.140000000000001
Vermont,Grand Isle County,1.1235
Vermont,Lamoille County,1.8214
Vermont,Orange County,1.3893
Vermont,Orleans County,7.0617
Vermont,Rutland County,10.12415
Vermont,Washington County,1.3639
Vermont,Windham County,1.37645
Vermont,Windsor County,1.5140500000000001
Virginia,Accomack County,36.9556
Virginia,Albemarle County,7.59755
Virginia,Alexandria city,6.66795
Virginia,Alleghany County,7.076700000000001
Virginia,Amelia County,28.2195
Virginia,Amherst County,18.8023
Virginia,Appomattox County,19.3521
Virginia,Arlington County,6.9183
Virginia,Augusta County,19.248
Virginia,Bedford County,6.3268
Virginia,Bland County,22.801199999999998
Virginia,Botetourt County,15.09155
Virginia,Bristol city,65.96085
Virginia,Brunswick County,36.9763
Virginia,Buchanan County,8.862900000000002
Virginia,Buckingham County,24.0357
Virginia,Campbell County,29.762
Virginia,Caroline County,6.3578
Virginia,Carroll County,36.749500000000005
Virginia,Charles City County,1.6226
Virginia,Charlotte County,70.6866
Virginia,Charlottesville city,22.304949999999998
Virginia,Chesapeake city,23.1783
Virginia,Chesterfield County,23.4264
Virginia,Clarke County,1.4361
Virginia,Colonial Heights city,20.1025
Virginia,Covington city,34.63305
Virginia,Culpeper County,21.18035
Virginia,Cumberland County,70.6576
Virginia,Danville city,35.027300000000004
Virginia,Dickenson County,37.847449999999995
Virginia,Dinwiddie County,29.76785
Virginia,Emporia city,36.46635
Virginia,Essex County,39.8765
Virginia,Fairfax County,8.565999999999999
Virginia,Fairfax city,8.727
Virginia,Falls Church city,7.7409
Virginia,Fauquier County,1.2302
Virginia,Floyd County,39.9577
Virginia,Fluvanna County,1.23395
Virginia,Franklin County,23.02215
Virginia,Franklin city,64.7741
Virginia,Frederick County,19.03535
Virginia,Fredericksburg city,34.68345
Virginia,Galax city,21.287100000000002
Virginia,Giles County,6.6571
Virginia,Gloucester County,1.6146500000000001
Virginia,Goochland County,1.1564
Virginia,Grayson County,37.1295
Virginia,Greene County,6.3065
Virginia,Greensville County,6.852
Virginia,Halifax County,40.4816
Virginia,Hampton city,23.381
Virginia,Hanover County,8.1361
Virginia,Harrisonburg city,20.5615
Virginia,Henrico County,23.2061
Virginia,Henry County,37.2258
Virginia,Hopewell city,37.248599999999996
Virginia,Isle of Wight County,12.53305
Virginia,James City County,23.6745
Virginia,King George County,1.143
Virginia,King William County,4.26675
Virginia,King and Queen County,23.60225
Virginia,Lancaster County,6.359999999999999
Virginia,Lee County,37.5273
Virginia,Loudoun County,19.1503
Virginia,Louisa County,4.37665
Virginia,Lunenburg County,7.5854
Virginia,Lynchburg city,49.757
Virginia,Madison County,19.0304
Virginia,Manassas Park city,36.693650000000005
Virginia,Manassas city,20.5024
Virginia,Martinsville city,52.3547
Virginia,Mathews County,1.5289000000000001
Virginia,Mecklenburg County,7.464300000000001
Virginia,Middlesex County,6.08765
Virginia,Montgomery County,23.79555
Virginia,Nelson County,20.0313
Virginia,New Kent County,0.8834000000000001
Virginia,Newport News city,23.2542
Virginia,Norfolk city,20.869200000000003
Virginia,Northampton County,37.2393
Virginia,Northumberland County,18.7192
Virginia,Nottoway County,39.03275000000001
Virginia,Orange County,19.7176
Virginia,Page County,7.492100000000001
Virginia,Patrick County,24.0337
Virginia,Petersburg city,80.5665
Virginia,Pittsylvania County,7.5081500000000005
Virginia,Poquoson city,23.3154
Virginia,Portsmouth city,21.9543
Virginia,Powhatan County,1.2905000000000002
Virginia,Prince Edward County,38.2179
Virginia,Prince George County,36.2882
Virginia,Prince William County,22.993699999999997
Virginia,Pulaski County,36.699749999999995
Virginia,Radford city,54.0848
Virginia,Rappahannock County,12.358649999999999
Virginia,Richmond County,21.652700000000003
Virginia,Richmond city,23.7592
Virginia,Roanoke County,23.400399999999998
Virginia,Roanoke city,52.0416
Virginia,Rockbridge County,39.896249999999995
Virginia,Rockingham County,8.2956
Virginia,Russell County,7.9918
Virginia,Salem city,23.3757
Virginia,Scott County,37.0341
Virginia,Shenandoah County,6.013700000000001
Virginia,Smyth County,37.1865
Virginia,Southampton County,18.7081
Virginia,Spotsylvania County,23.1268
Virginia,Stafford County,19.0274
Virginia,Staunton city,19.81805
Virginia,Suffolk city,22.801000000000002
Virginia,Surry County,54.962900000000005
Virginia,Sussex County,18.678
Virginia,Tazewell County,7.5685
Virginia,Virginia Beach city,19.3612
Virginia,Warren County,21.5687
Virginia,Washington County,22.9081
Virginia,Waynesboro city,20.2838
Virginia,Westmoreland County,12.98885
Virginia,Williamsburg city,49.9238
Virginia,Winchester city,42.2427
Virginia,Wise County,37.2358
Virginia,Wythe County,7.164899999999999
Virginia,York County,23.184
Washington,Adams County,21.5253
Washington,Asotin County,20.16945
Washington,Benton County,23.1652
Washington,Chelan County,21.876350000000002
Washington,Clallam County,20.4823
Washington,Clark County,19.92855
Washington,Cowlitz County,20.54955
Washington,Douglas County,23.8405
Washington,Ferry County,40.1194
Washington,Franklin County,22.99305
Washington,Grant County,31.759249999999998
Washington,Grays Harbor County,29.65495
Washington,Island County,1.2676
Washington,Jefferson County,39.7116
Washington,King County,19.8489
Washington,Kitsap County,23.4512
Washington,Kittitas County,39.8097
Washington,Klickitat County,7.4224
Washington,Lewis County,19.02055
Washington,Lincoln County,29.32645
Washington,Mason County,7.73105
Washington,Okanogan County,7.6371
Washington,Pacific County,36.6795
Washington,Pend Oreille County,7.32
Washington,Pierce County,23.5465
Washington,San Juan County,1.7153500000000002
Washington,Skagit County,20.439
Washington,Skamania County,6.996
Washington,Snohomish County,21.0991
Washington,Spokane County,20.511000000000003
Washington,Stevens County,22.03665
Washington,Thurston County,22.0035
Washington,Walla Walla County,22.0228
Washington,Whatcom County,22.026699999999998
Washington,Whitman County,35.9024
Washington,Yakima County,21.2218
West Virginia,Barbour County,37.9523
West Virginia,Berkeley County,21.7681
West Virginia,Boone County,28.5994
West Virginia,Braxton County,37.6696
West Virginia,Brooke County,20.00585
West Virginia,Cabell County,22.0623
West Virginia,Calhoun County,45.36135
West Virginia,Clay County,39.4335
West Virginia,Doddridge County,4.4851
West Virginia,Fayette County,20.07445
West Virginia,Gilmer County,46.74965
West Virginia,Grant County,18.9144
West Virginia,Greenbrier County,37.7083
West Virginia,Hampshire County,37.731100000000005
West Virginia,Hancock County,23.9618
West Virginia,Hardy County,18.899500000000003
West Virginia,Harrison County,7.96805
West Virginia,Jackson County,19.57065
West Virginia,Jefferson County,7.0152
West Virginia,Kanawha County,23.4941
West Virginia,Lewis County,7.4834
West Virginia,Lincoln County,37.9853
West Virginia,Logan County,38.1006
West Virginia,Marion County,19.87775
West Virginia,Marshall County,20.1641
West Virginia,Mason County,20.07465
West Virginia,McDowell County,38.3635
West Virginia,Mercer County,31.079150000000002
West Virginia,Mineral County,19.63
West Virginia,Mingo County,38.1175
West Virginia,Monongalia County,21.16645
West Virginia,Monroe County,20.2272
West Virginia,Morgan County,19.5362
West Virginia,Nicholas County,20.1325
West Virginia,Ohio County,23.95395
West Virginia,Pendleton County,19.1434
West Virginia,Pleasants County,10.91525
West Virginia,Pocahontas County,38.5412
West Virginia,Preston County,19.081049999999998
West Virginia,Putnam County,19.46725
West Virginia,Raleigh County,42.4981
West Virginia,Randolph County,37.54
West Virginia,Ritchie County,2.0368000000000004
West Virginia,Roane County,55.85015
West Virginia,Summers County,16.401049999999998
West Virginia,Taylor County,11.301300000000001
West Virginia,Tucker County,1.5697
West Virginia,Tyler County,2.1508000000000003
West Virginia,Upshur County,8.31955
West Virginia,Wayne County,38.2337
West Virginia,Webster County,37.234300000000005
West Virginia,Wetzel County,40.7215
West Virginia,Wirt County,4.67085
West Virginia,Wood County,23.56555
West Virginia,Wyoming County,37.501850000000005
Wisconsin,Adams County,7.0969
Wisconsin,Ashland County,8.871
Wisconsin,Barron County,4.2849
Wisconsin,Bayfield County,6.9413
Wisconsin,Brown County,22.1923
Wisconsin,Buffalo County,6.13
Wisconsin,Burnett County,6.7104
Wisconsin,Calumet County,23.0036
Wisconsin,Chippewa County,20.1361
Wisconsin,Clark County,28.2604
Wisconsin,Columbia County,4.13305
Wisconsin,Crawford County,4.18675
Wisconsin,Dane County,23.261
Wisconsin,Dodge County,3.7805999999999997
Wisconsin,Door County,1.2152
Wisconsin,Douglas County,21.222749999999998
Wisconsin,Dunn County,18.54365
Wisconsin,Eau Claire County,23.935699999999997
Wisconsin,Florence County,3.7011500000000006
Wisconsin,Fond du Lac County,19.51445
Wisconsin,Forest County,23.354499999999998
Wisconsin,Grant County,13.5406
Wisconsin,Green County,12.333950000000002
Wisconsin,Green Lake County,1.42185
Wisconsin,Iowa County,6.33475
Wisconsin,Iron County,6.2209
Wisconsin,Jackson County,36.6668
Wisconsin,Jefferson County,1.5915500000000002
Wisconsin,Juneau County,18.8369
Wisconsin,Kenosha County,23.9302
Wisconsin,Kewaunee County,1.5282500000000003
Wisconsin,La Crosse County,18.5866
Wisconsin,Lafayette County,1.5177000000000005
Wisconsin,Langlade County,39.78915000000001
Wisconsin,Lincoln County,0.99125
Wisconsin,Manitowoc County,23.6765
Wisconsin,Marathon County,19.1535
Wisconsin,Marinette County,6.7659
Wisconsin,Marquette County,1.4431
Wisconsin,Menominee County,25.1816
Wisconsin,Milwaukee County,10.651399999999999
Wisconsin,Monroe County,20.2911
Wisconsin,Oconto County,3.9193500000000006
Wisconsin,Oneida County,1.048
Wisconsin,Outagamie County,21.9408
Wisconsin,Ozaukee County,23.441650000000003
Wisconsin,Pepin County,10.59345
Wisconsin,Pierce County,20.27295
Wisconsin,Polk County,1.73515
Wisconsin,Portage County,20.46705
Wisconsin,Price County,21.9576
Wisconsin,Racine County,23.50705
Wisconsin,Richland County,23.9628
Wisconsin,Rock County,30.67635
Wisconsin,Rusk County,39.7681
Wisconsin,Sauk County,8.432500000000001
Wisconsin,Sawyer County,28.498350000000002
Wisconsin,Shawano County,1.556
Wisconsin,Sheboygan County,4.0868
Wisconsin,St. Croix County,3.8777000000000004
Wisconsin,Taylor County,18.56105
Wisconsin,Trempealeau County,1.2462499999999999
Wisconsin,Vernon County,19.6614
Wisconsin,Vilas County,7.7973
Wisconsin,Walworth County,23.8039
Wisconsin,Washburn County,6.8244
Wisconsin,Washington County,23.1344
Wisconsin,Waukesha County,23.241500000000002
Wisconsin,Waupaca County,1.7180500000000003
Wisconsin,Waushara County,18.3527
Wisconsin,Winnebago County,23.5108
Wisconsin,Wood County,18.4088
Wyoming,Albany County,23.4762
Wyoming,Big Horn County,18.5442
Wyoming,Campbell County,24.654100000000003
Wyoming,Carbon County,24.4626
Wyoming,Converse County,9.837349999999999
Wyoming,Crook County,18.26915
Wyoming,Fremont County,8.08135
Wyoming,Goshen County,12.517850000000001
Wyoming,Hot Springs County,5.3606
Wyoming,Johnson County,36.93345
Wyoming,Laramie County,23.5592
Wyoming,Lincoln County,12.74555
Wyoming,Natrona County,18.870350000000002
Wyoming,Park County,23.5969
Wyoming,Platte County,29.63335
Wyoming,Sheridan County,20.9386
Wyoming,Sublette County,18.522350000000003
Wyoming,Sweetwater County,15.7994
Wyoming,Teton County,12.424100000000001
Wyoming,Uinta County,2.1361
Wyoming,Washakie County,9.1342
Wyoming,Weston County,21.9754
